Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Sensor 20,Sensor 21,Sensor 22,Sensor 23,Sensor 24,Sensor 25,Sensor 26,Sensor 27,Sensor 28,Sensor 29,Sensor 30,Sensor 31,Sensor 32,Sensor 33,Sensor 34,Sensor 35,Sensor 36,Sensor 37,Sensor 38,Sensor 39,Sensor 40,Sensor 41,Sensor 42,Sensor 43,Sensor 44,Sensor 45,Sensor 46,Sensor 47,Sensor 48,Sensor 49,Sensor 50,Sensor 51,Sensor 52,Sensor 53,Sensor 54,Sensor 55,Sensor 56,Sensor 57,Sensor 58,Sensor 59,Sensor 60,Sensor 61,Sensor 62,Sensor 63,Sensor 64,Sensor 65,Sensor 66,Sensor 67,Sensor 68,Sensor 69,Sensor 70,Sensor 71,Sensor 72,Sensor 73,Sensor 74,Sensor 75,Sensor 76,Sensor 77,Sensor 78,Sensor 79,Sensor 80,Sensor 81,Sensor 82,Sensor 83,Sensor 84,Sensor 85,Sensor 86,Sensor 87,Sensor 88,Sensor 89,Sensor 90,Sensor 91,Sensor 92,Sensor 93,Sensor 94,Sensor 95,Sensor 96,Sensor 97,Sensor 98,Sensor 99,Sensor 100,Sensor 101,Sensor 102
2.169415826,1.777261334,1.440510906,0.481643192,-0.214898609,4.816431918,0.454718767,0.134883329,0.369522784,10.58429801,16.62148036,25.36015654,0.292149005,0.438440022,0.753582145,10.58429801,16.62148036,25.36015654,0.292149005,0.438440022,0.753582145,1.895665058,0.704179627,1.445883868,1.758701853,10.05982349,10.13877506,10.18809167,14.20930076,14.26530544,14.3003983,17.39564336,17.44141964,17.47013369,20.08264394,20.12230848,20.14720206,6.875465847,0.767946696,0.017145267,1.271279787,-0.214898609,-0.379346277,1.952460053,-0.004684023,0.103635983,-0.214898609,0.003469261,0.202345118,2.27479807,0.07679467,0.159166471,0.159166471,0.035348147,0.027805167,0.001945514,14.69956691,0.025520778,1.915516773,2.076780064,2.110934154,1.747863188,1.176422124,-0.083691797,0.822474351,6.412417922,7.694901506,9.233881807,11.08065817,13.2967898,15.95614776,19.14737732,22.97685278,27.57222333,33.086668,39.7040016,47.64480192,57.17376231,1.685561762,0.653164173,0.188261025,0.188261025,0.188261025,0.188261025,0.188261025,0.188261025,0.188261025,1.86064758,1.95949252,1.006867044,1.163284691,27.71218623,0.236512165,0.248337774,-0.260163382,2.076780064,0.354768248,-0.082779258,0.122965357,25.36015654,47.64480192,14.3003983
-0.541196847,0.212476899,3.789608667,-0.244767077,1.158271774,-2.447670773,0.799765124,0.005653357,-0.01732775,10.34200796,46.00012758,10.50745121,0.171003978,12.96009186,0.616346395,10.34200796,46.00012758,10.50745121,0.171003978,12.96009186,0.616346395,1.728986256,1.363359662,-0.375260084,0.798758658,10.15982821,10.07492828,10.09957301,14.30333768,14.24315764,14.26060078,17.49139298,17.442216,17.45646283,20.18197682,20.13937086,20.15171095,7.672246159,1.906501334,1.862774276,0.583921061,1.158271774,0.979790354,0.98929701,1.259867419,0.662670706,1.158271774,1.221194109,0.655578148,2.074783507,0.190650133,1.122717078,1.122717078,0.259319019,0.444099444,0.24031328,11.32139504,1.449417448,0.999653285,0.369487691,0.582759466,1.666831286,1.782672861,0.814635289,0.939721334,10.19668361,12.23602033,14.68322439,17.61986927,21.14384313,25.37261175,30.4471341,36.53656092,43.84387311,52.61264773,63.13517727,75.76221273,90.91465528,1.766454943,0.319899288,1.979970986,1.979970986,1.979970986,1.979970986,1.979970986,1.979970986,1.979970986,3.751988658,0.959697864,2.794260217,1.889323262,1.174843351,3.695365817,3.880134108,-4.064902399,0.369487691,5.543048726,-1.293378036,0.633391309,10.50745121,75.76221273,14.26060078
0.855919765,0.335443293,0.999159066,1.179663898,1.498988034,11.79663898,0.898555909,1.018175247,0.576328892,6.935517467,-1.986787484,6.451171079,-1.532241266,1.436830742,1.440944579,6.935517467,-1.986787484,6.451171079,-1.532241266,1.436830742,1.440944579,0.871925591,0.191009689,1.247431599,1.668304602,10.01136826,10.08697652,10.14762287,14.15692425,14.21049278,14.25360514,17.33809429,17.38186166,17.41712575,20.02000308,20.05791924,20.08848623,7.822803672,11.17830824,-0.338614288,0.641823922,1.498988034,-0.154332772,-0.609177187,-0.325776194,-0.148481458,1.498988034,-0.030628176,0.090451517,1.046310709,1.117830824,0.140928865,0.140928865,0.105791946,0.164830169,0.022201176,25.24140707,2.661719644,0.233737157,2.116452085,-0.173839584,1.124065058,2.32734217,0.707764311,1.827380148,2.666865277,3.200238332,3.840285998,4.608343198,5.530011838,6.636014205,7.963217046,9.555860456,11.46703255,13.76043906,16.51252687,19.81503224,23.77803869,-0.017722992,1.305738811,0.583262001,0.583262001,0.583262001,0.583262001,0.583262001,0.583262001,0.583262001,1.535099215,3.917216433,0.68475092,0.352294322,7.149402893,-0.134691258,-0.141425821,0.148160384,2.116452085,-0.202036888,0.04714194,0.761587832,6.451171079,19.81503224,14.25360514
1.283946669,-1.950311345,1.755169805,2.512991896,2.725917678,25.12991896,0.32668683,2.818833453,2.060145775,7.346486285,22.9996123,17.0610903,-1.326756858,1.689899199,2.204258399,7.346486285,22.9996123,17.0610903,-1.326756858,1.689899199,2.204258399,0.917892291,1.72236723,2.782896425,1.575769694,10.23176017,10.4626421,10.20810547,14.36702068,14.53235174,14.35018413,17.55373609,17.68930791,17.53995872,20.24490103,20.36256323,20.23295626,5.967794121,7.102847815,0.832543361,0.742776937,2.725917678,1.993147825,1.410180634,1.685691158,4.035623636,2.725917678,4.737969546,5.690958296,1.101470749,0.710284781,7.661732627,7.661732627,4.452366241,5.994217129,41.69524154,0.899556318,1.207907861,-1.384295287,1.331413958,0.970026919,0.938537991,0.623490503,0.015047889,1.456897573,7.643931356,9.172717627,11.00726115,13.20871338,15.85045606,19.02054727,22.82465673,27.38958807,32.86750569,39.44100682,47.32920819,56.79504983,68.15405979,1.642842813,1.581330744,1.611991388,1.611991388,1.611991388,1.611991388,1.611991388,1.611991388,1.611991388,1.727214168,4.743992233,1.331385941,2.14590284,0.380753227,2.392444871,2.512067115,-2.631689358,1.331413958,3.588667307,-0.837355705,2.549091542,17.0610903,56.79504983,14.35018413
1.540018115,3.541141049,1.492273103,0.076802786,-0.439860352,0.768027858,1.697234296,0.146351762,0.673643982,-4.780695564,8.028483667,14.23775433,-7.390347782,0.038868767,2.075603479,-4.780695564,8.028483667,14.23775433,-7.390347782,0.038868767,2.075603479,1.072354706,2.654403384,3.089758219,0.356459372,10.47378922,10.59249778,10.13811948,14.5723939,14.65794708,14.33303422,17.74849479,17.81880512,17.55250049,20.43681655,20.49790768,20.26683687,8.600448341,7.847257994,0.082305063,-0.749618785,-0.439860352,-0.386568825,0.472005838,0.02713825,-0.127462404,-0.439860352,-0.004951719,-0.060162999,1.286825648,0.784725799,0.080258126,0.080258126,-0.060752914,0.08104508,0.005054707,24.10411067,-0.227608037,1.833630982,0.356163035,2.530638331,2.65497383,2.503905695,1.896415618,1.163150277,8.727463487,10.47295618,12.56754742,15.08105691,18.09726829,21.71672194,26.06006633,31.2720796,37.52649552,45.03179462,54.03815355,64.84578426,77.81494111,0.662833794,1.120587596,1.831429424,1.831429424,1.831429424,1.831429424,1.831429424,1.831429424,1.831429424,0.552978609,3.361762787,1.66920605,1.41274742,22.45093185,2.644081411,2.776285481,-2.908489552,0.356163035,3.966122116,-0.925428494,2.052277094,14.23775433,64.84578426,14.33303422
1.297938343,2.254435068,0.004251232,0.258435336,0.202454131,2.584353355,1.834309243,2.208994226,2.795898381,5.954137635,10.31466453,17.01228612,-2.022931182,0.000990138,0.585655406,5.954137635,10.31466453,17.01228612,-2.022931182,0.000990138,0.585655406,1.423173631,0.686573588,2.473580074,1.801091925,10.0577312,10.33465877,10.19463122,14.20719995,14.40457377,14.30444264,17.39342129,17.55500838,17.47294059,20.08028082,20.22040783,20.14919915,10.88659739,0.61936929,2.317580924,1.6406462,0.202454131,1.260694658,0.807939893,0.769797484,0.418746791,0.202454131,0.784089165,0.338322238,1.707808358,0.061936929,0.206212795,0.206212795,0.03578651,0.021812448,0.002633788,5.233099191,1.745192504,0.667985469,2.233414915,1.289452875,2.819245784,0.964126414,0.306787369,1.826199659,8.894998279,10.67399793,12.80879752,15.37055703,18.44466843,22.13360212,26.56032254,31.87238705,38.24686446,45.89623735,55.07548482,66.09058179,79.30869814,0.932347794,1.53410717,0.973323661,0.973323661,0.973323661,0.973323661,0.973323661,0.973323661,0.973323661,-0.880461567,4.602321509,2.676706605,-0.612315665,8.70077054,3.013697557,3.164382435,-3.315067313,2.233414915,4.520546336,-1.054794145,1.493182807,17.01228612,66.09058179,14.30444264
2.173678937,1.705590617,2.114059579,-0.306639007,0.497505219,-3.066390074,3.085114124,-0.871072274,0.552467591,10.36116114,5.28490718,3.598628723,0.18058057,0.222321003,0.510528726,10.36116114,5.28490718,3.598628723,0.18058057,0.222321003,0.510528726,0.411345592,1.610355383,0.661368482,1.366928358,10.20801645,10.10186931,10.17245538,14.34621745,14.27088361,14.32093586,17.53351963,17.47193391,17.51283984,20.22460546,20.17123769,20.20667995,8.579611914,8.325994194,0.215372174,3.761363623,0.497505219,-0.864121362,-0.409650639,0.403025525,-1.617028604,0.497505219,0.142666146,0.662416801,0.49361471,0.832599419,0.176110812,0.176110812,0.272242257,0.072378606,0.025823086,-7.82821053,2.242506277,1.666520622,2.190516458,1.03744415,0.00408397,0.814948913,0.883897603,2.920820394,0.389836123,0.467803348,0.561364017,0.673636821,0.808364185,0.970037022,1.164044426,1.396853312,1.676223974,2.011468769,2.413762522,2.896515027,3.475818032,3.452810326,2.59433553,-0.30786697,-0.30786697,-0.30786697,-0.30786697,-0.30786697,-0.30786697,-0.30786697,-0.98317065,7.783006591,0.894083575,1.195029349,15.05157867,3.132308889,3.288924334,-3.445539778,2.190516458,4.698463334,-1.096308111,-0.798710218,3.598628723,2.896515027,14.32093586
2.609612779,0.427953875,1.559647948,0.948531287,0.514859372,9.485312869,1.51646876,1.786823381,0.745328535,15.85256644,33.5497433,12.36022301,2.92628322,5.545904095,1.176118279,15.85256644,33.5497433,12.36022301,2.92628322,5.545904095,1.176118279,0.361390856,0.994451507,1.368513046,1.497346045,10.09868235,10.14235079,10.16053624,14.24702905,14.27801565,14.29093937,17.43480107,17.46013123,17.47070118,20.12378542,20.14573488,20.15489646,1.969302735,-7.236492225,1.305669131,1.294790629,0.514859372,0.536613706,0.13278912,0.870404859,0.357725526,0.514859372,0.06202197,0.047502058,0.433669027,-0.723649223,0.036687057,0.036687057,-0.014907298,-0.011513288,-0.000973989,29.48299262,0.118010312,1.50141657,1.01954928,-0.134706766,1.926256511,2.38200135,0.962918582,0.210327959,7.161686511,8.594023814,10.31282858,12.37539429,14.85047315,17.82056778,21.38468134,25.6616176,30.79394112,36.95272935,44.34327522,53.21193026,63.85431632,3.178460304,1.696387838,1.256462049,1.256462049,1.256462049,1.256462049,1.256462049,1.256462049,1.256462049,2.105779894,5.089163514,0.042400331,1.51071207,7.745460488,3.165089798,3.323344288,-3.481598778,1.01954928,4.747634697,-1.107781429,2.131446938,12.36022301,53.21193026,14.29093937
3.458109154,2.37215349,1.749295003,1.631729686,0.155082835,16.31729686,1.184314247,2.536662676,0.787587475,37.95851065,12.88681884,2.034399215,13.97925532,0.08333723,1.363300813,37.95851065,12.88681884,2.034399215,13.97925532,0.08333723,1.363300813,1.806753133,1.385269935,2.304036207,0.914204008,10.16386948,10.32927165,10.11044207,14.30697427,14.42494793,14.26906825,17.49499307,17.59160006,17.4640081,20.18563976,20.26942679,20.15879085,-3.461149187,8.025046998,1.46506631,2.512953692,0.155082835,1.910812338,0.085585389,0.570959759,0.74467411,0.155082835,0.093373399,0.063733224,2.16810376,0.8025047,0.025361877,0.025361877,0.110890293,0.044127472,0.000516191,11.83835049,-0.184058267,-0.279386828,0.797816676,0.200038889,1.082132211,2.902607142,-0.423823295,0.999818727,7.827565143,9.393078171,11.27169381,13.52603257,16.23123908,19.4774869,23.37298428,28.04758113,33.65709736,40.38851683,48.46622019,58.15946423,69.79135708,1.846283076,1.187721964,0.718164029,0.718164029,0.718164029,0.718164029,0.718164029,0.718164029,0.718164029,0.524314134,3.563165892,0.486714721,-0.008548359,19.467323,-1.293246566,-1.357908895,1.422571223,0.797816676,-1.93986985,0.452636298,0.852979192,2.034399215,58.15946423,14.26906825
0.980424151,0.815378321,1.542483967,0.924147423,-0.012731682,9.24147423,1.528638417,6.98425318,2.966369164,-6.139516107,21.77107799,17.13813825,-8.069758054,1.385582771,-0.536760052,-6.139516107,21.77107799,17.13813825,-8.069758054,1.385582771,-0.536760052,1.202641689,0.630953586,1.979372154,0.296745018,10.05132111,10.22491407,10.03588617,14.20070455,14.32409932,14.18978382,17.38651671,17.48744621,17.37759818,20.072915,20.16040001,20.06519055,3.094079958,14.78056572,1.295023911,0.574337897,-0.012731682,2.290643949,1.262608654,-0.009469587,-0.016749847,-0.012731682,-0.027387816,-0.021148502,1.443170026,1.478056572,-0.036822404,-0.036822404,-0.045111594,-0.07854539,0.002004081,0.399191916,1.83916336,0.544871848,1.034536708,2.770856552,1.884149097,2.257697985,0.708438693,0.299966791,0.607013819,0.728416583,0.874099899,1.048919879,1.258703855,1.510444626,1.812533551,2.175040261,2.610048313,3.132057976,3.758469571,4.510163486,5.412196183,0.448705016,1.166759493,0.121267956,0.121267956,0.121267956,0.121267956,0.121267956,0.121267956,0.121267956,0.57580792,3.50027848,2.166745862,2.113210104,26.66081435,0.639738918,0.671725864,-0.70371281,1.034536708,0.959608377,-0.223908621,0.141490538,17.13813825,4.510163486,14.18978382
